cds14,ag_year,ag_cohort,ag_met_uccsu_count,ag_met_uccsu_rate
19734371931963,2018-19,335,137,46.1
19734371932326,2018-19,370,160,47.2
19734371995695,2018-19,238,0,0.0
19734371996057,2018-19,53,1,6.7
19734451933316,2018-19,55,1,3.7
19734451934801,2018-19,276,135,49.5
19734451935246,2018-19,411,214,53.5
19734451938935,2018-19,88,0,0.0
19734451939834,2018-19,355,212,62.2
19734451939925,2018-19,222,77,35.8
19734520120600,2018-19,72,2,4.8
19734521930106,2018-19,111,0,0.0
19734521936228,2018-19,449,171,41.8
19734521937564,2018-19,523,256,52.7
19734601932862,2018-19,765,582,78.4
19734601937747,2018-19,14,0,0.0
19734601939149,2018-19,673,414,63.3
19752911995810,2018-19,430,245,61.1
19752911996016,2018-19,368,36,41.9
19752911996081,2018-19,27,0,0.0
19753090127100,2018-19,1071,5,3.8
19753090129411,2018-19,32,0,0.0
19753090129742,2018-19,156,6,8.1
19753090130955,2018-19,70,3,100.0
19753090131383,2018-19,101,0,0.0
19753090131987,2018-19,91,14,22.2
19753090132654,2018-19,64,5,20.0
19753090134619,2018-19,28,7,100.0
19753090135145,2018-19,49,5,23.8
19753090136531,2018-19,15,4,33.3
19753090136648,2018-19,580,24,20.5
19753090137786,2018-19,68,0,0.0
19753091995786,2018-19,86,22,26.5
19753331935808,2018-19,588,451,78.4
19753411937143,2018-19,685,0,0.0
19753411995752,2018-19,36,0,0.0
19756636120158,2018-19,97,85,98.8
19756971996693,2018-19,78,56,81.2
19757130000001,2018-19,12,0,0.0
19757131930122,2018-19,62,1,1.9
19757131930163,2018-19,587,310,57.2
19757131934553,2018-19,581,368,65.5
19757131937697,2018-19,526,309,60.8
19757131995430,2018-19,73,1,1.9
19768690119016,2018-19,127,114,93.4
19768690119636,2018-19,118,91,96.8
19768690131128,2018-19,65,57,98.3
19768850132928,2018-19,13,11,84.6
19769680109926,2018-19,64,48,81.4
20102070117184,2018-19,15,0,0.0
20102072030153,2018-19,21,0,0.0
20102072030229,2018-19,132,0,0.0
20102076077200,2018-19,34,0,0.0
20652012030047,2018-19,13,0,0.0
20652012032357,2018-19,257,113,48.3
20652430110965,2018-19,608,220,38.1
20652430123620,2018-19,69,0,0.0
20652432035640,2018-19,81,0,0.0
20652432035707,2018-19,467,173,38.1
20755802030161,2018-19,13,0,0.0
20755802030203,2018-19,134,74,56.9
20756060117010,2018-19,37,20,54.1
20756060125021,2018-19,69,35,53.8
20756060132936,2018-19,44,8,21.1
20764140115550,2018-19,18,3,25.0
20764142030013,2018-19,126,71,59.7
20764142030039,2018-19,14,0,0.0
20764142030104,2018-19,20,0,0.0
20764142030237,2018-19,30,7,26.9
21102152130037,2018-19,33,0,0.0
21654172130045,2018-19,24,6,31.6
21654172132264,2018-19,40,0,0.0
21654172132272,2018-19,315,182,62.1
21654172133056,2018-19,266,163,63.9
21654662133254,2018-19,36,0,0.0
21654662133262,2018-19,332,146,56.6
21654662134005,2018-19,302,184,69.2
21654822130078,2018-19,51,35,77.8
21654822131340,2018-19,301,229,80.1
21654822132587,2018-19,445,378,86.7
21654822133692,2018-19,376,301,82.0
21654822134419,2018-19,57,13,35.1
21733612134310,2018-19,35,22,66.7
22655322230035,2018-19,25,0,0.0
22655322235356,2018-19,123,48,39.7
23102312330447,2018-19,15,0,0.0
23655402330900,2018-19,40,17,44.7
23655652330215,2018-19,15,0,0.0
23655652331361,2018-19,94,35,40.2
23655812333185,2018-19,43,23,60.5
23655992333649,2018-19,32,6,23.1
23656072334563,2018-19,25,0,0.0
23656150128280,2018-19,34,1,3.4
23656152330413,2018-19,23,21,95.5
23656152330454,2018-19,15,0,0.0
23656152334704,2018-19,111,0,0.0
23656152335024,2018-19,341,111,35.4
23656230136887,2018-19,28,0,0.0
23656232335487,2018-19,73,17,24.6
23738662330041,2018-19,14,1,11.1
23739162332260,2018-19,32,1,100.0
24102490106518,2018-19,20,0,0.0
24102490138032,2018-19,43,0,0.0
24102492430056,2018-19,20,0,0.0
24102492430148,2018-19,139,0,0.0
24102492430163,2018-19,51,0,0.0
24102492430171,2018-19,70,0,0.0
24102496069199,2018-19,30,0,0.0
24656982432409,2018-19,159,55,34.8
24657302433001,2018-19,98,37,41.6
24657550119073,2018-19,38,0,0.0
24657550120923,2018-19,424,200,49.3
24657552431492,2018-19,58,0,0.0
24657552434207,2018-19,303,134,45.6
24657890127373,2018-19,376,204,56.2
24657892430049,2018-19,35,2,8.0
24657892430098,2018-19,399,153,39.6
24657892430205,2018-19,408,173,44.5
24657892430601,2018-19,488,147,31.7
24657892433605,2018-19,282,89,32.4
24657892435204,2018-19,407,116,30.0
24657892439602,2018-19,146,0,0.0
24736192430031,2018-19,34,0,0.0
24736192431807,2018-19,139,44,33.1
24753172430015,2018-19,30,0,0.0
24753172431203,2018-19,163,40,25.3
24753662430114,2018-19,167,64,39.0
25735852535409,2018-19,52,7,14.0
25735934737250,2018-19,25,10,40.0
26102640124990,2018-19,167,0,0.0
26736682633006,2018-19,19,8,50.0
26736922630010,2018-19,101,42,42.4
27102720125765,2018-19,34,0,0.0
27102722730117,2018-19,28,1,6.3
27102722730232,2018-19,78,0,0.0
27102722730265,2018-19,45,0,0.0
27659790135111,2018-19,32,3,100.0
27659790136010,2018-19,51,6,100.0
27659790136218,2018-19,79,9,90.0
27659872730018,2018-19,14,0,0.0
27659872730414,2018-19,205,145,72.9
27660680134254,2018-19,59,1,3.7
27660682730083,2018-19,26,0,0.0
27660682730174,2018-19,257,78,34.7
27660682732170,2018-19,209,62,32.0
27660920111435,2018-19,133,1,0.8
27660922730240,2018-19,49,7,28.0
27660922732253,2018-19,53,0,0.0
27660922732808,2018-19,355,1,0.3
27660922735348,2018-19,256,1,0.4
27661342731115,2018-19,15,0,0.0
27661342733657,2018-19,138,69,53.9
27661590124610,2018-19,169,0,0.0
27661592730109,2018-19,615,246,44.2
27661592730166,2018-19,561,204,40.5
27661592733178,2018-19,464,135,32.7
27661592734481,2018-19,127,0,0.0
27661592734556,2018-19,645,331,57.1
27738252730034,2018-19,278,126,47.4
27738252730125,2018-19,58,4,10.5
27738252730141,2018-19,22,0,0.0
27754400106112,2018-19,36,0,0.0
27754402730190,2018-19,354,148,44.4
27754732730885,2018-19,189,56,30.4
28102802830099,2018-19,46,0,0.0
28662412831758,2018-19,46,12,27.3
28662660101964,2018-19,63,9,20.5
28662660121087,2018-19,399,236,61.8
28662662830016,2018-19,400,215,57.8
28662662830115,2018-19,97,54,58.7
28662662830149,2018-19,118,0,0.0
28662662835601,2018-19,389,204,56.7
28662902837102,2018-19,121,58,53.2
29102980114314,2018-19,30,4,13.8
29102980116913,2018-19,11,0,0.0
29102980126219,2018-19,93,21,26.3
29102980130823,2018-19,806,0,0.0
29102982930147,2018-19,341,0,0.0
29663570112367,2018-19,44,40,93.0
29663570124834,2018-19,44,44,100.0
29663572930030,2018-19,49,1,2.6
29663572930048,2018-19,122,52,44.8
29663572930071,2018-19,63,0,0.0
29663572930089,2018-19,26,0,0.0
29663572935500,2018-19,317,117,38.9
30103060126037,2018-19,119,78,67.2
30103060132910,2018-19,55,0,0.0
30103060134239,2018-19,46,0,0.0
30103060134841,2018-19,83,0,0.0
30103063030426,2018-19,152,0,0.0
30103063030632,2018-19,141,0,0.0
30103063030764,2018-19,843,0,0.0
30103066069553,2018-19,33,0,0.0
30664313030038,2018-19,690,484,73.4
30664313030228,2018-19,701,216,34.9
30664313030384,2018-19,50,4,15.4
30664313030616,2018-19,201,190,94.5
30664313032786,2018-19,352,0,0.0
30664313033057,2018-19,660,289,47.3
30664313033115,2018-19,653,364,57.5
30664313033784,2018-19,456,208,52.4
30664313034204,2018-19,403,170,48.0
30664313036712,2018-19,458,175,43.6
30664313038239,2018-19,479,159,37.1
30664316066815,2018-19,23,0,0.0
30664493030624,2018-19,27,0,0.0
30664493030640,2018-19,472,305,67.8
30664640106765,2018-19,649,137,32.5
30664640113381,2018-19,570,384,69.7
30664640124131,2018-19,72,36,52.2
30664643030210,2018-19,505,279,56.8
30664643030574,2018-19,727,471,66.3
30664643030756,2018-19,635,423,69.3
30664643035987,2018-19,110,0,0.0
30664643036001,2018-19,761,466,63.3
30664643038569,2018-19,627,354,61.5
30664646120356,2018-19,68,7,58.3
30665143030335,2018-19,226,4,17.4
30665143030855,2018-19,465,208,45.7
30665143032505,2018-19,462,226,50.3
30665143033362,2018-19,526,248,47.7
30665143033610,2018-19,217,0,0.0
30665143037090,2018-19,403,202,51.8
30665143037348,2018-19,563,383,69.5
30665143037496,2018-19,631,497,81.9
30665223030103,2018-19,93,1,1.4
30665223030434,2018-19,473,288,64.6
30665223032752,2018-19,579,332,59.9
30665223033578,2018-19,566,406,76.0
30665223033933,2018-19,424,202,54.9
30665223035581,2018-19,402,244,62.9
30665223035706,2018-19,413,191,51.3
30665223036555,2018-19,534,293,58.4
30665483030145,2018-19,302,126,44.1
30665483030368,2018-19,117,13,17.8
30665483031895,2018-19,541,230,45.2
30665483032158,2018-19,808,481,61.8
30665483032943,2018-19,704,366,53.5
30665483034410,2018-19,613,313,52.3
30665483038445,2018-19,612,264,48.9
30665483038551,2018-19,224,1,0.9
30665553033206,2018-19,293,227,77.5
30665970111666,2018-19,48,8,16.7
30665973030186,2018-19,63,5,10.6
30665973031697,2018-19,466,324,75.3
30665973031853,2018-19,279,145,54.3
30665973032000,2018-19,263,117,48.5
30665973034907,2018-19,122,0,0.0
30665973035045,2018-19,534,223,43.5
30666210118174,2018-19,22,0,0.0
30666213030046,2018-19,586,369,65.1
30666213031952,2018-19,534,272,52.1
30666213035409,2018-19,396,119,30.9
30666213035748,2018-19,119,0,0.0
30666213038098,2018-19,593,310,54.6
30666470119404,2018-19,440,294,67.6
30666473030053,2018-19,346,170,50.0
30666473030483,2018-19,30,2,7.4
30666473031929,2018-19,456,218,49.9
30666473031945,2018-19,118,0,0.0
30666473038023,2018-19,652,339,53.6
30666476119556,2018-19,25,9,36.0
30666700106567,2018-19,93,29,31.5
30666700108365,2018-19,460,264,58.3
30666700114736,2018-19,619,389,63.5
30666703030475,2018-19,307,3,1.5
30666703030491,2018-19,418,94,26.4
30666703030608,2018-19,86,66,76.7
30666703030723,2018-19,392,344,90.8
30666703034998,2018-19,249,1,0.8
30666703035821,2018-19,365,164,47.5
30666703036357,2018-19,638,197,34.4
30666703036456,2018-19,476,203,47.7
30736353030061,2018-19,573,281,53.2
30736353030079,2018-19,96,0,0.0
30736353030244,2018-19,357,199,57.8
30736353030392,2018-19,668,334,51.5
30736353030509,2018-19,29,2,14.3
30736353034956,2018-19,564,321,59.0
30736430102871,2018-19,769,558,75.6
30736433030590,2018-19,33,4,16.7
30736433032109,2018-19,537,368,70.2
30736433032919,2018-19,97,0,0.0
30736433037553,2018-19,578,349,63.5
30736503030129,2018-19,54,0,0.0
30736503030152,2018-19,539,320,60.6
30736503030285,2018-19,626,408,67.7
30736503030657,2018-19,630,471,77.6
30736503035102,2018-19,663,482,77.7
30739243033917,2018-19,763,552,74.0
30768930130765,2018-19,36,29,87.9
31103140119214,2018-19,62,1,1.9
31103140126904,2018-19,39,0,0.0
31103143130101,2018-19,12,0,0.0
31103143130259,2018-19,22,0,0.0
31668450121418,2018-19,44,23,54.8
31668940102293,2018-19,52,32,64.0
31668940138081,2018-19,29,5,21.7
31668943131687,2018-19,36,0,0.0
31668943131851,2018-19,123,79,64.2
31668943132453,2018-19,411,284,71.7
31668943135704,2018-19,314,159,53.9
31669280116459,2018-19,439,304,72.6
31669283130119,2018-19,125,14,18.7
31669283130176,2018-19,521,366,74.2
31669283130184,2018-19,519,400,80.5
31669283130309,2018-19,82,0,0.0
31669283135308,2018-19,461,313,72.6
31669283136504,2018-19,424,218,60.6
31669443130010,2018-19,102,61,62.2
31669443130077,2018-19,33,2,11.8
31669443138500,2018-19,171,104,66.2
31669513130036,2018-19,42,1,5.6
31669513130168,2018-19,271,17,8.6
31669513134657,2018-19,428,214,53.8
31750850108084,2018-19,446,349,81.2
31750850119487,2018-19,125,84,71.2
31750850128561,2018-19,44,0,0.0
31750853130150,2018-19,467,271,59.7
31750853130200,2018-19,67,0,0.0
32669693230083,2018-19,59,1,2.0
32669693232006,2018-19,24,13,59.1
32669693235603,2018-19,32,6,20.7
32669693236007,2018-19,40,8,24.2
33103300110833,2018-19,202,47,30.7
33103300125237,2018-19,66,3,6.0
33103300128397,2018-19,287,0,0.0
33103300128777,2018-19,84,0,0.0
33103300134320,2018-19,21,0,0.0
33103300137836,2018-19,24,0,0.0
33103300137869,2018-19,22,4,22.2
33103303330123,2018-19,109,0,0.0
33103303331055,2018-19,91,0,0.0
33103306069207,2018-19,36,0,0.0
33316253330834,2018-19,35,0,0.0
33669770125732,2018-19,392,185,48.7
33669770135061,2018-19,136,0,0.0
33669773330008,2018-19,395,162,44.0
33669773334299,2018-19,466,171,39.6
33669773337128,2018-19,134,0,0.0
33669853330214,2018-19,213,101,52.9
33669853330222,2018-19,55,0,0.0
33669853330974,2018-19,90,0,0.0
33669930129882,2018-19,29,0,0.0
33669933330479,2018-19,621,344,58.8
33669933330842,2018-19,100,0,0.0
33670330000000,2018-19,13,0,0.0
33670330000001,2018-19,11,0,0.0
33670330110106,2018-19,82,0,0.0
33670330110627,2018-19,1044,675,66.1
33670330110759,2018-19,194,142,79.8
33670333330131,2018-19,81,0,0.0
33670333330446,2018-19,773,447,60.2
33670333330586,2018-19,295,3,1.5
33670333330701,2018-19,813,543,68.1
33670333331600,2018-19,563,270,50.0
33670333334232,2018-19,460,239,53.1
33670580114504,2018-19,180,0,0.0
33670580118885,2018-19,511,327,66.3
33670583330388,2018-19,438,270,63.2
33670583330669,2018-19,614,329,56.2
33670583330909,2018-19,57,18,38.3
33670583331113,2018-19,145,1,1.0
33670583333192,2018-19,485,194,42.7
33670820106716,2018-19,55,21,42.0
33670820113159,2018-19,350,167,51.9
33670820120675,2018-19,67,65,97.0
33670820132167,2018-19,14,0,0.0
33670823330065,2018-19,254,1,0.7
33670823330503,2018-19,88,18,27.7
33670823330537,2018-19,401,196,51.6
33670823332673,2018-19,536,279,55.1
33670900114157,2018-19,519,247,49.6
33670900127720,2018-19,38,4,14.3
33670903330412,2018-19,369,152,43.3
33670903334687,2018-19,226,0,0.0
33670903337136,2018-19,307,122,45.0
33671160109843,2018-19,113,98,87.5
33671240128868,2018-19,79,4,8.0
33671243330396,2018-19,461,190,44.5
33671243330438,2018-19,565,269,49.2
33671243330800,2018-19,101,0,0.0
33671243331071,2018-19,433,194,47.0
33671243333762,2018-19,153,0,0.0
33671243333770,2018-19,526,233,47.3
33671573331014,2018-19,156,149,95.5
33671730127316,2018-19,348,149,45.2
33671730133090,2018-19,43,6,17.1
33671733330578,2018-19,364,172,49.3
33671733330818,2018-19,379,138,40.4
33671733331121,2018-19,176,0,0.0
33671733335130,2018-19,425,252,61.5
33671810138610,2018-19,11,0,0.0
33671813331139,2018-19,83,0,0.0
33671813335759,2018-19,176,54,33.5
33672070101170,2018-19,112,108,98.2
33672070113191,2018-19,589,238,43.1
33672070134981,2018-19,20,1,7.1
33672073330172,2018-19,270,0,0.0
33672073330727,2018-19,685,282,42.7
33672073335973,2018-19,494,138,30.9
33672150115709,2018-19,18,6,60.0
33672150131359,2018-19,55,46,88.5
33672150132498,2018-19,97,52,57.8
33672153330024,2018-19,403,237,60.5
33672153330362,2018-19,129,2,2.2
33672153330677,2018-19,101,2,2.2
33672153330859,2018-19,735,479,66.3
33672153334406,2018-19,502,247,50.3
33672153336237,2018-19,590,316,54.7
33672153336492,2018-19,508,251,50.6
33672153336955,2018-19,127,5,4.5
33672493331006,2018-19,65,3,5.1
33672493337649,2018-19,194,5,2.7
33672493337656,2018-19,524,273,55.8
33672496114748,2018-19,65,64,98.5
33736760100255,2018-19,454,109,29.7
33736760121673,2018-19,40,34,87.2
33736763330032,2018-19,63,0,0.0
33736763330354,2018-19,69,26,45.6
33736763330990,2018-19,645,189,37.5
33751760107920,2018-19,382,142,39.7
33751760116343,2018-19,66,2,5.6
33751763330115,2018-19,181,0,0.0
33751763330487,2018-19,492,259,55.7
33751763332350,2018-19,428,148,37.6
33751920105734,2018-19,748,600,82.8
33751923330370,2018-19,605,444,79.0
33751923330495,2018-19,97,0,0.0
33751923330636,2018-19,184,54,40.6
33751923330743,2018-19,647,467,75.1
33751923330917,2018-19,79,66,88.0
33752000100420,2018-19,851,565,68.0
33752000102079,2018-19,153,19,16.2
33752000118794,2018-19,550,329,61.2
33752003330529,2018-19,540,348,65.3
33752420109108,2018-19,480,319,70.7
33752420133306,2018-19,405,281,71.0
33752423330552,2018-19,499,352,71.1
33752423330560,2018-19,217,0,0.0
34103480106229,2018-19,16,0,0.0
34103480106237,2018-19,58,0,0.0
34103480106245,2018-19,78,0,0.0
34103480106278,2018-19,75,0,0.0
34103480106294,2018-19,18,0,0.0
34103480118745,2018-19,89,0,0.0
34673140000001,2018-19,35,0,0.0
34673140105916,2018-19,558,322,61.1
34673140108753,2018-19,546,347,66.1
34673140116897,2018-19,550,346,64.2
34673140137281,2018-19,85,0,0.0
34673143430170,2018-19,329,123,42.1
34673143430311,2018-19,130,0,0.0
34673143430329,2018-19,98,1,2.6
34673143430352,2018-19,73,0,0.0
34673143430477,2018-19,307,122,43.6
34673143430592,2018-19,431,206,50.4
34673143430618,2018-19,590,134,23.8
34673143430873,2018-19,577,317,56.0
34673143432002,2018-19,70,0,0.0
34673143432572,2018-19,428,203,50.1
34673146032999,2018-19,46,0,0.0
34673146112254,2018-19,96,2,2.5
34673300113571,2018-19,431,287,67.5
34673303430501,2018-19,91,0,0.0
34673303430709,2018-19,41,0,0.0
34673303431533,2018-19,354,86,26.9
34673303433216,2018-19,529,330,64.2
34673303434792,2018-19,72,0,0.0
34673550119131,2018-19,307,131,44.0
34673553432903,2018-19,26,1,12.5
34673553433471,2018-19,209,67,34.9
34674134835302,2018-19,106,52,53.1
34674135731708,2018-19,48,12,26.7
34674210132019,2018-19,24,1,7.7
34674210137950,2018-19,91,0,0.0
34674390000001,2018-19,23,0,0.0
34674390101881,2018-19,44,33,82.5
34674390101899,2018-19,44,16,43.2
34674390101907,2018-19,62,21,36.8
34674390101972,2018-19,287,127,47.4
34674390102038,2018-19,141,113,100.0
34674390108951,2018-19,39,20,52.6
34674390114546,2018-19,58,38,66.7
34674390137406,2018-19,177,1,2.5
34674390137844,2018-19,50,0,0.0
34674393430154,2018-19,113,0,0.0
34674393430519,2018-19,137,5,6.5
34674393430865,2018-19,193,171,89.5
34674393431012,2018-19,396,168,48.8
34674393434636,2018-19,310,95,38.6
34674393434768,2018-19,527,264,54.9
34674393435419,2018-19,473,207,49.1
34674396061832,2018-19,13,11,84.6
34674470121467,2018-19,32,30,100.0
34674473430048,2018-19,200,60,33.1
34674473430097,2018-19,42,0,0.0
34674473430386,2018-19,128,7,8.1
34674473430394,2018-19,16,0,0.0
34674473430493,2018-19,454,252,57.7
34674473430691,2018-19,459,22,26.2
34674473430717,2018-19,1058,81,9.5
34674473430758,2018-19,78,8,15.4
34674473431111,2018-19,232,104,46.4
34674473432051,2018-19,345,92,28.6
34674473432317,2018-19,307,159,56.6
34674473432838,2018-19,142,22,21.2
34674473435930,2018-19,444,213,54.2
34674473436714,2018-19,380,283,77.1
34674473438504,2018-19,174,34,23.9
34674476034664,2018-19,14,0,0.0
34739733430378,2018-19,297,61,21.7
34739733430451,2018-19,44,0,0.0
34752830102236,2018-19,466,305,66.6
34752830112425,2018-19,156,141,92.2
34752830126060,2018-19,67,64,97.0
34752833430584,2018-19,214,108,56.0
34752833430626,2018-19,53,0,0.0
34752833430659,2018-19,119,91,79.8
34765050101832,2018-19,67,23,39.7
34765050108415,2018-19,117,0,0.0
34765050108795,2018-19,32,14,45.2
34765050108837,2018-19,172,0,0.0
34765050114272,2018-19,64,0,0.0
34765050130757,2018-19,285,0,0.0
34765053430261,2018-19,73,0,0.0
34765053430634,2018-19,166,3,2.6
34765053430881,2018-19,91,0,0.0
34765053433265,2018-19,234,82,39.6
34765053433794,2018-19,393,145,39.7
34765053434370,2018-19,135,50,40.3
34765053436979,2018-19,320,113,37.7
35675383530029,2018-19,66,0,0.0
35675383537008,2018-19,721,285,42.9
35752593530060,2018-19,72,62,100.0
36103630107466,2018-19,239,0,0.0
36103633630431,2018-19,72,0,0.0
36103633630761,2018-19,349,79,24.8
36103636069348,2018-19,77,0,0.0
36675870128462,2018-19,99,0,0.0
36676113630712,2018-19,72,0,0.0
36676113630803,2018-19,315,65,21.7
36676373630290,2018-19,26,0,0.0
36676373631066,2018-19,167,56,35.0
36676520000001,2018-19,16,0,0.0
36676520126243,2018-19,35,20,64.5
36676523630225,2018-19,611,406,71.4
36676523630373,2018-19,832,556,70.3
36676523630571,2018-19,780,637,84.8
36676523631058,2018-19,751,515,72.3
36676523631157,2018-19,508,311,66.0
36676523632205,2018-19,737,357,59.3
36676523633906,2018-19,697,424,65.4
36676523634482,2018-19,585,308,57.5
36676523637659,2018-19,259,0,0.0
36676783630035,2018-19,401,150,39.2
36676783630522,2018-19,685,473,71.6
36676783631017,2018-19,712,403,58.5
36676783631587,2018-19,55,0,0.0
36676783631769,2018-19,99,0,0.0
36676783632502,2018-19,429,164,40.6
36676860125500,2018-19,506,14,2.9
36676863630399,2018-19,19,0,0.0
36676863631322,2018-19,471,3,0.7
36676863632742,2018-19,396,7,1.9
36676863636131,2018-19,129,0,0.0
36677100108191,2018-19,559,285,54.1
36677100120758,2018-19,456,232,53.6
36677103630019,2018-19,127,0,0.0
36677103630480,2018-19,174,0,0.0
36677103630555,2018-19,503,185,40.4
36677103630902,2018-19,501,301,61.6
36677103633302,2018-19,523,288,58.2
36677360116723,2018-19,58,12,21.1
36677360128439,2018-19,84,9,16.1
36677360130948,2018-19,31,0,0.0
36677360136069,2018-19,38,16,45.7
36677360136937,2018-19,114,0,0.0
36677773630217,2018-19,87,0,0.0
36677773636743,2018-19,169,37,26.8
